STATE,CITY,AREA,CRAWL DATE, HOTEL RATING,SPECIAL ADDED VALUE,HOTELS LOCATION RATING,EXCELLENT EXPERIENCE REPORTED BY VISITORS,AVERAGE EXPERIENCE REPORTED BY VISITOR,POOR EXPERIENCE REPORTED BY VISITORS,TERRIBLE EXPERIENCE REPROTED BY VISITOR,PROPERTY TYPE,QUERY DATE,QUERY TIME,RATING BASED ON VALUE FOR MONEY,RATING BASED ON FOOD,APPROVAL RATING
New Delhi,New Delhi And NCR,South Delhi,04-09-2016,3,no,4.6,6,2,5,2,Hotel,04-09-2016,10.23.08 AM,3.4,2.5,61.125
Goa,Goa,South Goa,04-09-2016,3,no,4.9,19,3,0,0,Hotel,04-09-2016,10.23.08 AM,4.6,2.6,74.25
Haryana,New Delhi And NCR,Gurgaon,04-09-2016,4,no,0.7,50,11,9,4,Hotel,04-09-2016,10.23.08 AM,0.6,1.6,29
New Delhi,New Delhi And NCR,Naraina,04-09-2016,5,no,4.3,34,12,11,1,Hotel,04-09-2016,10.23.08 AM,3.7,2.5,61.625
New Delhi,New Delhi And NCR,South Delhi,04-09-2016,3,no,1.3,10,12,8,0,Hotel,04-09-2016,10.23.08 AM,1.1,2.6,29.25
Delhi,New Delhi And NCR,Karol Bagh,04-09-2016,3,no,5,0,1,0,0,Hotel,04-09-2016,10.23.08 AM,3,0,65
Goa,Goa,Panjim,04-09-2016,1,no,4,1,0,0,0,Villa,04-09-2016,10.23.08 AM,5,4,75
New Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,3,no,4,11,2,7,0,Hotel,04-09-2016,10.23.08 AM,3.5,2.6,60.25
Uttar Pradesh,New Delhi And NCR,Noida,04-09-2016,3,no,3.8,22,9,7,4,Hotel,04-09-2016,10.23.08 AM,3.8,1.8,58.25
New Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,3,yes,3.6,4,2,7,0,Hotel,04-09-2016,10.23.08 AM,3.5,2,54.5
kerala,Thiruvananthapuram,Thampanoor,04-09-2016,5,no,4.6,21,2,0,0,Hotel,04-09-2016,7.36.11 AM,4.8,4.1,71.125
Himachal Pradesh,Shimla,Dhalli,04-09-2016,2,no,3.3,5,2,6,7,Hotel,04-09-2016,7.36.11 AM,3.2,2.2,49.75
kerala,Thekkady,Kumily,04-09-2016,0,no,1,5,2,2,0,Homestay,04-09-2016,7.36.11 AM,0.8,3.3,21.625
Jammu and Kashmir,Srinagar,Dalgate,04-09-2016,3,no,4.3,10,3,0,0,Hotel,04-09-2016,7.36.11 AM,4.8,2.8,71.5
West Bengal,Tarapith,Tarapith,04-09-2016,2,no,4,81,29,10,3,Hotel,04-09-2016,7.36.11 AM,4.3,2.2,64.25
Tamil Nadu,Tirunelveli,Tirunelveli Junction,04-09-2016,1,no,4.8,1,2,0,0,Hotel,04-09-2016,7.36.11 AM,4.2,0.5,64.625
Jammu And Kashmir,Srinagar,Dal Lake,04-09-2016,0,no,5,1,0,0,0,Houseboat,04-09-2016,7.36.11 AM,5,3,78.75
Himachal Pradesh,Shimla,Kufri,04-09-2016,3,no,4.1,6,0,0,2,Hotel,04-09-2016,7.36.11 AM,4.4,2,65
Tamil Nadu,Tirunelveli,Tirunelveli Junction,04-09-2016,3,no,4.9,15,2,0,0,Hotel,04-09-2016,7.36.11 AM,4.8,3.4,76.25
AP,Hyderabad,Ramoji Film City,03-07-2016,5,no,4.3,6,2,3,0,Hotel,03-07-2016,4.20.08 AM,4.1,2.8,65
Andhra Pradesh,Hyderabad,Near Hussain Sagar Lake,03-07-2016,4,no,4.4,39,2,2,1,Hotel,03-07-2016,4.20.08 AM,4.6,4.2,73.25
Madhya Pradesh,Indore,56 Dukan,03-07-2016,3,no,4.8,50,10,4,0,Hotel,03-07-2016,4.20.08 AM,4.4,3.4,73.25
Andhra Pradesh,Hyderabad,Shameerpet Ranga Reddy District,03-07-2016,3,no,4.3,10,7,4,1,Hotel,03-07-2016,4.20.08 AM,3.8,2.6,60.25
Madhya Pradesh,Indore,AB Road,03-07-2016,4,no,4.7,100,16,11,0,Hotel,03-07-2016,4.20.08 AM,4.4,2.8,69.5
Karnataka,Hampi,Station Road,03-07-2016,3,no,4.5,74,17,4,0,Hotel,03-07-2016,4.20.08 AM,4.3,4.1,71.625
Telangana,Hyderabad,Banjara Hills,03-07-2016,5,no,4.8,20,1,0,0,Hotel,03-07-2016,4.20.08 AM,4.7,3,76.25
Madhya Pradesh,Jabalpur,Old Napier Town,03-07-2016,1,no,4.9,24,0,1,0,Hotel,03-07-2016,4.20.08 AM,4.8,2.7,71.875
Telangana,Hyderabad,Hi Tech City,03-07-2016,5,no,4.7,4,2,0,0,Hotel,03-07-2016,4.20.08 AM,4.3,3.8,71.25
Andhra Pradesh,Hyderabad,Kachiguda,03-07-2016,3,no,4.6,12,9,2,0,Hotel,03-07-2016,4.20.08 AM,4,3.6,69
Madhya Pradesh,Indore,Vijay Nagar,03-07-2016,5,no,4.6,33,2,2,0,Hotel,03-07-2016,4.20.08 AM,4.5,3.6,73.5
Madhya Pradesh,Indore,Treasure Island Mall,03-07-2016,3,no,4.8,2,1,1,0,Hotel,03-07-2016,4.20.08 AM,3.5,2.8,60
Telangana,Hyderabad,Ameerpet,03-07-2016,2,yes,4.7,12,2,1,0,Hotel,03-07-2016,4.20.08 AM,4.3,1.7,68.625
Andhra Pradesh,Hyderabad,Kondapur,03-07-2016,2,no,4.5,0,0,1,0,Hotel,03-07-2016,4.20.08 AM,2.5,0,50
Andra Pradesh,Hyderabad,Banjara Hills,03-07-2016,1,yes,4,1,0,0,0,Hotel,03-07-2016,4.20.08 AM,5,5,76.25
Andhra Pradesh,Hyderabad,Shankarpally,03-07-2016,4,no,4.4,9,4,1,1,Hotel,03-07-2016,4.20.08 AM,4.3,1.4,65.75
Rajasthan,Jaisalmer,Village Khuri,03-07-2016,3,no,4.8,3,0,0,0,Hotel,03-07-2016,4.20.08 AM,4.8,4.6,75.75
Telangana,Hyderabad,Hi Tech City,03-07-2016,5,no,4.8,55,2,0,0,Hotel,03-07-2016,4.20.08 AM,4.8,3.5,74.875
Rajasthan,Jaisalmer,Jaisalmer Fort,03-07-2016,3,no,3.7,2,0,0,1,Hotel,03-07-2016,4.20.08 AM,3.7,5,61.75
Telangana,Hyderabad,Begumpet,03-07-2016,5,no,4.7,55,9,1,0,Hotel,03-07-2016,4.20.08 AM,4.5,4,74.5
Rajasthan,Jaisalmer,Gadisar Road,03-07-2016,3,no,4.6,10,0,1,0,Hotel,03-07-2016,4.20.08 AM,4.3,2.8,66.5
Haryana,Hissar,Krishna Nagar,03-07-2016,3,no,4.4,4,1,1,0,Hotel,03-07-2016,4.20.08 AM,4,2.7,65.375
Telangana,Hyderabad,Hi Tech City,03-07-2016,3,yes,4.5,15,15,24,4,Hotel,03-07-2016,4.20.08 AM,3.3,2.1,57.625
Madhya Pradesh,Indore,Vijay Nagar,03-07-2016,3,no,4.2,12,5,8,4,Hotel,03-07-2016,4.20.08 AM,4,3.3,63.625
Andhra Pradesh,Hyderabad,Central Hyderabad,03-07-2016,3,no,3.8,19,22,14,4,Hotel,03-07-2016,4.20.08 AM,3.7,3.4,61.25
Andhra Pradesh,Hyderabad,Abids,03-07-2016,2,no,4.6,68,25,7,2,Hotel,03-07-2016,4.20.08 AM,4.3,4,70
Telangana,Hyderabad,S D Road,03-07-2016,3,no,4.5,27,13,0,1,Hotel,03-07-2016,4.20.08 AM,4.4,4.2,70.75
Andhra Pradesh,Hyderabad,Gachibowli,03-07-2016,2,no,4.2,1,1,1,0,Hotel,03-07-2016,4.20.08 AM,4,3.6,67.5
Andhra Pradesh,Hyderabad,Kondapur,03-07-2016,2,yes,4.9,6,1,1,0,Hotel,03-07-2016,4.20.08 AM,4.1,3.1,69.375
Andhra Pradesh,Hyderabad,Secundrabad,03-07-2016,3,no,3.9,5,5,6,5,Hotel,03-07-2016,4.20.08 AM,2.8,3,54.75
Telangana,Hyderabad,Saifabad,03-07-2016,2,no,4.5,6,5,9,1,Hotel,03-07-2016,4.20.08 AM,3.4,2.5,59.125
Madhya Pradesh,Indore,Vijay Nagar,03-07-2016,3,no,3.8,2,1,0,1,Hotel,03-07-2016,4.20.08 AM,3.8,2,56.5
Andhra pradesh,Hyderabad,Banjara Hills,03-07-2016,2,no,2.8,2,2,3,2,Hotel,03-07-2016,4.20.08 AM,3.2,2.9,50.125
Andhra Pradesh,Hyderabad,Hi Tech City,03-07-2016,2,yes,4.4,25,6,6,3,Hotel,03-07-2016,4.20.08 AM,4.4,1.8,64.75
Madhya Pradesh,Indore,South Tukoganj,03-07-2016,3,no,4.7,34,3,0,0,Hotel,03-07-2016,4.20.08 AM,4.7,3.3,73.125
Madhya Pradesh,Jabalpur,Karamchand Chowk,03-07-2016,1,no,4.3,1,0,0,0,Hotel,03-07-2016,4.20.08 AM,4.7,2.7,69.875
Rajasthan,Jodhpur,Umaid Bhawan,12-07-2016,1,no,5,5,0,0,0,Hotel,12-07-2016,1.15.39 AM,5,4.7,80.875
Uttrakhand,Rishikesh,Swarg Ashram,22-08-2016,2,no,4,56,22,13,5,Hotel,22-08-2016,3.22.09 PM,4.1,1.5,62.375
Uttarkhand,Rishikesh,Swargashram,22-08-2016,2,no,5,2,0,0,0,Hotel,22-08-2016,3.22.09 PM,4.5,0,70
Madhya Pradesh,Satna,Bus Station,22-08-2016,3,no,4.5,9,0,2,1,Hotel,22-08-2016,3.22.09 PM,4.4,1.5,67.375
Rajasthan,Sariska,Thana Ghazi Town,22-08-2016,3,no,4.7,19,11,4,0,Hotel,22-08-2016,3.22.09 PM,3.9,2.7,60.875
Himachal Pradesh,Shimla,Circular Road,22-08-2016,3,no,4.4,46,28,19,3,Hotel,22-08-2016,3.22.09 PM,3.9,2.1,63.125
Uttrakhand,Rishikesh,Rishikesh,22-08-2016,1,no,4,9,6,3,4,Hotel,22-08-2016,3.22.09 PM,3.4,0.3,56.375
Tamil Nadu,Salem,Bangalore Bye Pass Road,22-08-2016,4,no,4.7,170,14,2,1,Hotel,22-08-2016,3.22.09 PM,4.7,3.2,73.5
Jharakhand,Ranchi,Station Road,22-08-2016,1,no,4.9,5,1,2,0,Hotel,22-08-2016,3.22.09 PM,4.2,2.8,69
Meghalaya,Shillong,Police Bazar,22-08-2016,1,no,3.8,1,1,7,2,Hotel,22-08-2016,3.22.09 PM,2.4,1.5,43.875
JHARKHAND,Ranchi,Near Railway Station,22-08-2016,2,no,5,5,2,1,0,Hotel,22-08-2016,3.22.09 PM,4.4,0.8,67
Jharkhand,Ranchi,Station Road,22-08-2016,4,no,4.8,45,1,1,1,Hotel,22-08-2016,3.22.09 PM,4.7,2.7,74.375
Madhya Pradesh,Ratlam,Ajanta Talkies,22-08-2016,4,no,4.4,5,0,1,1,Hotel,22-08-2016,3.22.09 PM,4.3,1.1,65.375
Uttarakhand,Roorkee,Karondi,22-08-2016,3,no,4.1,23,5,1,0,Hotel,22-08-2016,3.22.09 PM,4.5,2,63
GUJARAT,Sasan Gir,District Junagadh,22-08-2016,3,no,4.2,2,4,1,0,Hotel,22-08-2016,3.22.09 PM,3.9,3.8,64.75
Odisha,Rourkela,Main Road,22-08-2016,3,no,4.9,20,5,1,0,Hotel,22-08-2016,3.22.09 PM,4.5,3.2,72.5
Uttrakhand,Rishikesh,Tapovan,22-08-2016,4,no,4.8,14,2,0,0,Hotel,22-08-2016,3.22.09 PM,4.8,1.9,71.875
Himachal Pradesh,Shimla,Kufri Chail Road,22-08-2016,3,yes,3.7,16,6,8,4,Hotel,22-08-2016,3.22.09 PM,3.9,2.6,59.75
Jharkhand,Ranchi,Station Road,22-08-2016,3,no,4.6,18,9,1,0,Hotel,22-08-2016,3.22.09 PM,4.3,2.2,67.75
Jharkhand,Ranchi,Station Road,22-08-2016,1,no,4.6,36,15,3,1,Hotel,22-08-2016,3.22.09 PM,4.3,2.1,67.125
Tamil Nadu,Yercaud,Killiyur Falls Road,22-08-2016,2,no,4.3,15,12,5,3,Hotel,22-08-2016,3.22.09 PM,3.9,2.6,64.25
Uttar pradesh,Saharanpur,Court Road,22-08-2016,1,no,4.4,9,2,3,0,Hotel,22-08-2016,3.22.09 PM,4,1,64.25
Jharkhand,Ranchi,Station Road,22-08-2016,3,no,4.1,31,13,8,7,Hotel,22-08-2016,3.22.09 PM,4,2.2,63.25
Meghalaya,Shillong,Police Bazar,22-08-2016,1,no,4.6,15,13,13,0,Hotel,22-08-2016,3.22.09 PM,3.8,1.9,62.375
Uttrakhand,Ranikhet,The Mall,22-08-2016,2,no,3.8,1,1,2,1,Hotel,22-08-2016,3.22.09 PM,3.5,2.4,54
Rajsthan,Ranthambhore,Ranthambore National Park Road,22-08-2016,2,no,4.4,6,2,2,0,Hotel,22-08-2016,3.22.09 PM,4.3,3.4,68.25
Tamil Nadu,Chennai,Chennai Central Railway Station,25-07-2016,1,no,3.7,14,15,2,7,Hotel,25-07-2016,10.17.06 AM,3.8,2.2,58.25
Tamilnadu,Ooty,Fern Hill,25-07-2016,1,no,4.5,2,0,0,0,Hotel,25-07-2016,10.17.06 AM,5,5,78.75
Tamil Nadu,Chennai,Chennai Airport Road,25-07-2016,1,no,4,5,14,17,14,Hotel,25-07-2016,10.17.06 AM,2.9,2.5,50.625
Tamil Nadu,Chennai,City Center,25-07-2016,2,no,3.3,0,4,2,1,Hotel,25-07-2016,10.17.06 AM,3.1,2.5,50.625
Tamil Nadu,Chennai,Pallavaram,25-07-2016,4,no,4.5,46,3,2,2,Hotel,25-07-2016,10.17.06 AM,4.5,1.6,66
Tamilnadu,Chennai,Koyambedu,25-07-2016,2,yes,4,37,35,14,7,Hotel,25-07-2016,10.17.06 AM,3.8,2.6,62.75
Tamilnadu,Ooty,Ettines Road,25-07-2016,1,no,4.2,2,2,6,1,Hotel,25-07-2016,10.17.06 AM,2.7,0.9,49.125
Tamilnadu,Chennai,Mount Road,25-07-2016,1,no,5,0,1,0,0,Hotel,25-07-2016,10.17.06 AM,3,2,62.5
Tamil Nadu,Chennai,OMR - Old Mahabalipuram Road,25-07-2016,2,no,1.4,0,2,1,2,Hotel,25-07-2016,10.17.06 AM,2.8,1.7,36.125
Tamil Nadu,Chennai,Chennai Central Railway Station,25-07-2016,1,no,4.1,83,62,29,13,Hotel,25-07-2016,10.17.06 AM,4.1,2,62.5
Tamilnadu,Chennai,Poes Garden,25-07-2016,3,no,5,4,0,0,0,Hotel,25-07-2016,10.17.06 AM,5,0,69
Maharashtra,Lonavala And Khandala,Tungarli,25-07-2016,3,no,3.7,22,36,14,4,Hotel,25-07-2016,10.17.06 AM,3.9,3.5,60.875
Tamilnadu,Ooty,Grand Duff Road,25-07-2016,1,no,4.4,22,7,5,4,Hotel,25-07-2016,10.17.06 AM,4,3.5,66.875
Tamil Nadu,Ooty,Lake Road,25-07-2016,2,no,4.2,329,253,87,27,Cottage,25-07-2016,10.17.06 AM,4,3,64.75
Tamil Nadu,Chennai,Chennai Airport Road,25-07-2016,4,no,4.5,100,35,17,5,Hotel,25-07-2016,10.17.06 AM,4.2,3.2,69
Tamilnadu,Chennai,ECR - East Coast Road,25-07-2016,2,no,3.9,4,3,5,0,Hotel,25-07-2016,10.17.06 AM,3.8,4.3,62.875
Chennai,Chennai,Mount Road,25-07-2016,4,no,4.7,67,11,7,2,Hotel,25-07-2016,10.17.06 AM,4.3,3.4,71.75
Tamilnadu,Ooty,Mettupalayam - Kotagiri Rd,25-07-2016,2,no,3.5,0,1,0,0,Hotel,25-07-2016,10.17.06 AM,4,3.5,59.375
Tamil Nadu,Chennai,Vadapalani,25-07-2016,1,no,1,0,0,0,1,Hotel,25-07-2016,10.17.06 AM,1,0,15
Tamil Nadu,Chennai,OMR - Old Mahabalipuram Road,25-07-2016,2,yes,3.6,3,6,2,3,Hotel,25-07-2016,10.17.06 AM,3.7,2.4,56.5
Tamil Nadu,Chennai,T Nagar,25-07-2016,2,no,4.4,74,46,16,3,Hotel,25-07-2016,10.17.06 AM,4.1,3.3,66.625
Tamil nadu,Ooty,Ettines Road,25-07-2016,2,no,4.3,6,18,19,3,Hotel,25-07-2016,10.17.06 AM,2.9,2.3,53.375
Tamil Nadu,Chennai,Amman Koil Street,25-07-2016,2,yes,4.6,4,7,6,1,Hotel,25-07-2016,10.17.06 AM,3.6,1.7,58.125
Tamil Nadu,Chennai,City Center,25-07-2016,2,yes,4.5,19,19,9,2,Hotel,25-07-2016,10.17.06 AM,3.8,2.8,63.5
TamilNadu,Chennai,OMR - Old Mahabalipuram Road,25-07-2016,3,no,4.2,6,3,0,0,Hotel,25-07-2016,10.17.06 AM,4.8,3.4,69.75
Tamil Nadu,Chennai,Chennai Egmore Railway Station,25-07-2016,3,yes,4.2,14,23,20,6,Hotel,25-07-2016,10.17.06 AM,3.4,2.5,57.625
Andhra Pradesh,Vishakhapatnam,Beach Road,25-07-2016,4,no,4.8,69,40,34,4,Hotel,25-07-2016,4.16.32 PM,3.8,2.9,65.625
Uttar Pradesh,Varanasi,Pandey Ghat,25-07-2016,1,no,4,0,0,0,0,Hotel,25-07-2016,4.16.32 PM,3,0,55
Uttrakhand,Ranikhet,Majkhali,25-07-2016,3,no,4,2,0,1,0,Hotel,25-07-2016,4.16.32 PM,4,1.7,62.125
Goa,Goa,North Goa,25-07-2016,4,no,4.6,535,281,152,47,Hotel,25-07-2016,4.16.32 PM,4,3.2,66.5
Tamil Nadu,Chennai,City Center,25-07-2016,3,no,4.5,31,26,10,2,Hotel,25-07-2016,4.16.32 PM,4,3,66.25
Haryana,New Delhi And NCR,Gurgaon,25-07-2016,4,no,4.7,18,6,1,0,Hotel,25-07-2016,4.16.32 PM,4.4,2.2,70.75
Andhra Pradesh,Hyderabad,Gachibowli,25-07-2016,5,no,4.2,144,25,14,2,Hotel,25-07-2016,4.16.32 PM,4.5,2.6,69.25
Maharastra,Pune,Shivaji Nagar,25-07-2016,3,no,4.7,100,8,5,2,Hotel,25-07-2016,4.16.32 PM,4.5,2.9,72.625
Maharashtra,Pune,Bund Garden Road,25-07-2016,4,no,4.7,107,28,14,12,Hotel,25-07-2016,4.16.32 PM,4.1,3,68.75
Punjab,Chandigarh,Industrial Area Phase - 1,25-07-2016,4,no,4.2,82,39,8,5,Hotel,25-07-2016,4.16.32 PM,4.2,3.3,68.125
Kerala,Wayanad,Kolagappara,25-07-2016,1,no,4.1,4,1,1,0,Hotel,25-07-2016,4.16.32 PM,4.4,3.8,68.75
Himachal Pradesh,Manali,Simsa,25-07-2016,3,no,4,0,0,0,0,Hotel,25-07-2016,4.16.32 PM,4,5,71.25
Andhra Pradesh,Vishakhapatnam,Opp. Municipal Corporation,25-07-2016,3,no,4.8,28,8,1,1,Hotel,25-07-2016,4.16.32 PM,4.6,2.9,71.625
Goa,Goa,North Goa,25-07-2016,3,no,4.4,18,4,3,1,Hotel,25-07-2016,4.16.32 PM,4.2,4.4,70.5
kerala,Wayanad,Kalpetta,25-07-2016,2,no,5,0,0,0,0,Hotel,25-07-2016,4.16.32 PM,4,0,65
Andhra Pradesh,Tirupati,P K Layout,25-07-2016,1,no,3.7,4,3,3,1,Hotel,25-07-2016,4.16.32 PM,3.9,2.7,59.375
Uttar Pradesh,Varanasi,Assi Ghat,25-07-2016,1,no,4,1,0,1,1,Hotel,25-07-2016,4.16.32 PM,3.6,1.2,51.5
Kerala,Wayanad,Wayanad,25-07-2016,4,no,4.5,9,6,2,1,Hotel,25-07-2016,4.16.32 PM,4.3,3.9,70.375
Punjab,Chandigarh,"Chandigarh Bus Station, Sector 43",25-07-2016,3,no,4.3,24,19,6,3,Hotel,25-07-2016,4.16.32 PM,4,2.9,64.625
Punjab,Chandigarh,Sector 17 Chandigarh,25-07-2016,4,no,4.9,65,17,8,0,Hotel,25-07-2016,4.16.32 PM,4.3,2.3,69.875
Tamilnadu,Pondicherry,Lake View Road,25-07-2016,5,no,4.5,97,23,10,2,Hotel,25-07-2016,4.16.32 PM,4.3,3.3,70.625
Chandigarh,Chandigarh,Sector 17C Chandigarh,25-07-2016,3,no,4.6,24,16,20,4,Hotel,25-07-2016,4.16.32 PM,3.5,2.6,60.25
Andhara Pradesh,Vijaywada,M.G. Road,25-07-2016,4,no,4.8,66,12,5,1,Hotel,25-07-2016,4.16.32 PM,4.4,3.3,73.125
Delhi,New Delhi And NCR,Gurgaon,25-07-2016,4,no,4.3,9,3,2,0,Hotel,25-07-2016,4.16.32 PM,4.2,3.5,68.875
Andhrapradesh,Tirupati,PK Layout,25-07-2016,1,no,3.4,2,5,8,6,Hotel,25-07-2016,4.16.32 PM,2.8,1.6,44.5
Goa,Goa,North Goa,25-07-2016,1,no,4.6,2,2,1,0,Hotel,25-07-2016,4.16.32 PM,4.1,3.4,67.75
Punjab,Chandigarh,Industrial Area Phase 2,25-07-2016,4,no,4.4,140,48,30,12,Hotel,25-07-2016,4.16.32 PM,4,2.6,66.25
Uttrakhand,Nainital,Sattal,25-07-2016,4,no,4.2,17,3,2,0,Hotel,25-07-2016,4.16.32 PM,4.4,2.5,69.125
Uttrakhand,Corbett,Marchula,25-07-2016,3,no,5,1,0,0,0,Hotel,25-07-2016,4.16.32 PM,5,5,81.25
HP,Manali,Central Manali,25-07-2016,3,no,4.1,3,2,3,0,Hotel,25-07-2016,4.16.32 PM,3.6,1.2,57
Andhra Pradesh,Tirupati,Renigunta Rd,25-07-2016,4,no,4.6,197,52,19,3,Hotel,25-07-2016,4.16.32 PM,4.3,3.4,70.75
Tamil Nadu,Chennai,City Center,25-07-2016,4,no,4.7,421,192,61,12,Hotel,25-07-2016,4.16.32 PM,4.1,3.7,69.625
Telangana,Hyderabad,Lakdi Ka Pul,25-07-2016,4,no,4.6,63,13,11,2,Hotel,25-07-2016,4.16.32 PM,4.3,3.3,70.125
Maharastra,Shirdi,Near Sai Baba Temple,25-07-2016,3,yes,4.7,69,45,41,10,Hotel,25-07-2016,4.16.32 PM,3.6,2.1,62.625
Andhra Pradesh,Vishakhapatnam,Bhogapuram,25-07-2016,3,no,4.6,23,6,1,1,Hotel,25-07-2016,4.16.32 PM,4.3,2.1,68.625
Andhra Pradesh,Vishakhapatnam,Beach Road,25-07-2016,1,no,4.5,35,4,3,1,Hotel,25-07-2016,4.16.32 PM,4.6,2.6,70.25
Maharashtra,Shirdi,Nagar Manmad Highway,25-07-2016,3,no,4.4,14,4,5,1,Hotel,25-07-2016,4.16.32 PM,3.9,3.2,66.5
Uttar Pradesh,Varanasi,Assi Ghat,25-07-2016,3,no,4.5,1,1,0,0,Hotel,25-07-2016,4.16.32 PM,4,0,55
Haryana,New Delhi And NCR,Gurgaon,25-07-2016,4,no,4.1,12,3,3,2,Hotel,25-07-2016,4.16.32 PM,4,2.5,64.625
Himachal Pradesh,Kasauli,Kuthar,25-07-2016,3,no,2.6,1,0,1,3,Hotel,25-07-2016,4.16.32 PM,3.2,2.6,44.25
Himachal Pradesh,Shimla,Bharari Road,25-07-2016,5,no,4.3,57,18,5,2,Hotel,25-07-2016,4.16.32 PM,4.4,3.8,71.25
Himachal Pradesh,Manali,NH 21,25-07-2016,3,no,3.8,5,5,11,5,Hotel,25-07-2016,4.16.32 PM,2.9,1.6,50.5
Karnataka,Mysore,K.R.S. Road,25-07-2016,4,no,4.3,11,13,1,2,Hotel,25-07-2016,4.16.32 PM,3.6,3,64.25
Andhra Pradesh,Vishakhapatnam,Beach Road,25-07-2016,2,no,5,19,7,2,0,Hotel,25-07-2016,4.16.32 PM,4.4,3,73.25
Karnataka,Mangalore,Hampankatta Signal,28-08-2016,1,no,4.8,5,7,3,0,Hotel,28-08-2016,6.42.29 AM,3.7,2.4,65
West Bengal,Mandarmoni,Mandarmani Beach,28-08-2016,3,no,4.5,4,3,1,0,Hotel,28-08-2016,6.42.29 AM,3.6,3.8,62.25
Rajasthan,Mount Abu,Sunset Road,28-08-2016,2,no,4.7,20,3,4,0,Hotel,28-08-2016,6.42.29 AM,4.3,2.7,69.375
Himachal Pradesh,Manali,Vashisht Road,28-08-2016,2,yes,3.6,1,0,6,0,Hotel,28-08-2016,6.42.29 AM,2.7,0,46
Himachal Pradesh,Manali,Hadimba Temple Road,28-08-2016,3,no,4.4,7,1,0,0,Hotel,28-08-2016,6.42.29 AM,4.5,4,72
Kerela,Munnar,Munnar Road,28-08-2016,1,no,4.4,0,6,2,0,Hotel,28-08-2016,6.42.29 AM,3.5,2.2,60.75
Uttarakhand,Mussoorie,Mussoorie Bus Stand,28-08-2016,1,no,5,0,0,0,0,Hotel,28-08-2016,6.42.29 AM,5,2,77.5
Uttaranchal,Mussoorie,Library Chowk,28-08-2016,4,no,4.3,4,7,2,1,Hotel,28-08-2016,6.42.29 AM,4.1,1.5,63.375
Uttrakhand,Mussoorie,Mussoorie,28-08-2016,1,no,4.8,3,1,0,0,Hotel,28-08-2016,6.42.29 AM,4.2,1.7,68.125
Kerala,Munnar,Pallivasal,28-08-2016,3,yes,3.3,7,10,11,8,Resort,28-08-2016,6.42.29 AM,3.3,3.6,54
Karnataka,Mysore,Bangalore Nilgiri Road,28-08-2016,2,no,4.7,17,11,8,1,Hotel,28-08-2016,6.42.29 AM,3.8,2.2,64.75
Karnataka,Mysore,Bannimantap,28-08-2016,2,no,4.3,19,9,4,1,Hotel,28-08-2016,6.42.29 AM,4.2,3.8,58.25
Madhya Pradesh,Mandu,Mandu,28-08-2016,1,no,5,9,2,0,0,Hotel,28-08-2016,6.42.29 AM,4.5,2.9,73.625
Karnataka,Mysore,Sayyaji Rd,28-08-2016,1,no,3,0,0,4,6,Hotel,28-08-2016,6.42.29 AM,1.5,1.5,30.875
Maharashtra,Nagpur,Central avenue,28-08-2016,1,no,3.8,3,6,18,1,Hotel,28-08-2016,6.42.29 AM,2.8,2,50.5
Karnataka,Mysore,Jayalakshmi Vilas Road,28-08-2016,1,no,4.7,25,9,3,1,Hotel,28-08-2016,6.42.29 AM,4.3,1.7,67.125
Karnataka,Mysore,Mysore KSRTC Bus Station,28-08-2016,2,no,4.5,22,10,25,1,Hotel,28-08-2016,6.42.29 AM,3.4,1.7,54.625
Kerala,Munnar,Munnar Road,28-08-2016,5,no,5,2,0,0,0,Hotel,28-08-2016,6.42.29 AM,5,2,77.5
kerala,Munnar,Chithirapuram,28-08-2016,4,no,4.9,10,0,1,0,Hotel,28-08-2016,6.42.29 AM,4.8,2.4,72
Uttar Pradesh,Mathura,DAMPIER NAGAR,28-08-2016,2,yes,4.1,16,11,10,2,Hotel,28-08-2016,6.42.29 AM,3.6,2.9,60.625
Uttarakhand,Nainital,Mall Road Nanital,28-08-2016,1,no,4.2,2,8,5,3,Hotel,28-08-2016,6.42.29 AM,3.2,2.5,55.625
Karnataka,Mysore,Mysore KSRTC Bus Station,28-08-2016,3,no,4.8,120,29,2,1,Hotel,28-08-2016,6.42.29 AM,4.5,3.6,68.5
kerala,Munnar,Pothamedu,28-08-2016,4,no,4.3,6,5,1,0,Hotel,28-08-2016,6.42.29 AM,4.3,2.7,65.875
Karnataka,Mysore,Vijaya Nagar,28-08-2016,2,no,3.4,2,3,1,1,Hotel,28-08-2016,6.42.29 AM,3.6,4,57.5
Uttaranchal,Nainital,Khurpatal,28-08-2016,3,no,3.7,0,4,5,3,Hotel,28-08-2016,6.42.29 AM,2.6,1.9,47.875
Rajasthan,Mount Abu,Polo Ground,28-08-2016,3,no,4.1,17,15,5,1,Hotel,28-08-2016,6.42.29 AM,4,3.4,65.25
Kerala,Munnar,Munnar Road,28-08-2016,3,no,4.6,9,4,2,0,Hotel,28-08-2016,6.42.29 AM,4.4,3.9,70.375
Goa,Goa,Bogmalo,28-08-2016,1,no,5,1,0,0,0,Guest House,28-08-2016,3.29.09 PM,5,5,81.25
